,corr
BMI^0.0 *Sex^2.0,0.030865951891439092
BMI^0.0 *Age^2.0,0.16660829434658259
BMI^0.0 *Education^2.0,-0.12273284461985809
BMI^0.0 *Income^2.0,-0.16488564870492342
Smoker^0.0 *Stroke^2.0,0.10720093269347866
Smoker^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
Smoker^0.0 *PhysActivity^2.0,-0.11860061345170439
Smoker^0.0 *Fruits^2.0,-0.04088511400964798
Smoker^0.0 *Veggies^2.0,-0.057173495053097406
Smoker^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
Smoker^0.0 *AnyHealthcare^2.0,0.015492143143273709
Smoker^0.0 *NoDocbcCost^2.0,0.032387668366217905
Smoker^0.0 *GenHlth^2.0,0.29493480201533
Smoker^0.0 *MentHlth^2.0,0.0690645533723388
Smoker^0.0 *PhysHlth^2.0,0.15694576683989014
Smoker^0.0 *DiffWalk^2.0,0.21861801502200567
Smoker^0.0 *Sex^2.0,0.030865951891439092
Smoker^0.0 *Age^2.0,0.16660829434658259
Smoker^0.0 *Education^2.0,-0.12273284461985809
Smoker^0.0 *Income^2.0,-0.16488564870492342
Stroke^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
Stroke^0.0 *PhysActivity^2.0,-0.11860061345170439
Stroke^0.0 *Fruits^2.0,-0.04088511400964798
Stroke^0.0 *Veggies^2.0,-0.057173495053097406
Stroke^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
Stroke^0.0 *AnyHealthcare^2.0,0.015492143143273709
Stroke^0.0 *NoDocbcCost^2.0,0.032387668366217905
Stroke^0.0 *GenHlth^2.0,0.29493480201533
Stroke^0.0 *MentHlth^2.0,0.0690645533723388
Stroke^0.0 *PhysHlth^2.0,0.15694576683989014
Stroke^0.0 *DiffWalk^2.0,0.21861801502200567
Stroke^0.0 *Sex^2.0,0.030865951891439092
Stroke^0.0 *Age^2.0,0.16660829434658259
Stroke^0.0 *Education^2.0,-0.12273284461985809
Stroke^0.0 *Income^2.0,-0.16488564870492342
HeartDiseaseorAttack^0.0 *PhysActivity^2.0,-0.11860061345170439
HeartDiseaseorAttack^0.0 *Fruits^2.0,-0.04088511400964798
HeartDiseaseorAttack^0.0 *Veggies^2.0,-0.057173495053097406
HeartDiseaseorAttack^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
HeartDiseaseorAttack^0.0 *AnyHealthcare^2.0,0.015492143143273709
HeartDiseaseorAttack^0.0 *NoDocbcCost^2.0,0.032387668366217905
HeartDiseaseorAttack^0.0 *GenHlth^2.0,0.29493480201533
HeartDiseaseorAttack^0.0 *MentHlth^2.0,0.0690645533723388
HeartDiseaseorAttack^0.0 *PhysHlth^2.0,0.15694576683989014
HeartDiseaseorAttack^0.0 *DiffWalk^2.0,0.21861801502200567
HeartDiseaseorAttack^0.0 *Sex^2.0,0.030865951891439092
HeartDiseaseorAttack^0.0 *Age^2.0,0.16660829434658259
HeartDiseaseorAttack^0.0 *Education^2.0,-0.12273284461985809
HeartDiseaseorAttack^0.0 *Income^2.0,-0.16488564870492342
PhysActivity^0.0 *Fruits^2.0,-0.04088511400964798
PhysActivity^0.0 *Veggies^2.0,-0.057173495053097406
PhysActivity^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
PhysActivity^0.0 *AnyHealthcare^2.0,0.015492143143273709
PhysActivity^0.0 *NoDocbcCost^2.0,0.032387668366217905
PhysActivity^0.0 *GenHlth^2.0,0.29493480201533
PhysActivity^0.0 *MentHlth^2.0,0.0690645533723388
PhysActivity^0.0 *PhysHlth^2.0,0.15694576683989014
PhysActivity^0.0 *DiffWalk^2.0,0.21861801502200567
PhysActivity^0.0 *Sex^2.0,0.030865951891439092
PhysActivity^0.0 *Age^2.0,0.16660829434658259
PhysActivity^0.0 *Education^2.0,-0.12273284461985809
PhysActivity^0.0 *Income^2.0,-0.16488564870492342
Fruits^0.0 *Veggies^2.0,-0.057173495053097406
Fruits^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
Fruits^0.0 *AnyHealthcare^2.0,0.015492143143273709
Fruits^0.0 *NoDocbcCost^2.0,0.032387668366217905
Fruits^0.0 *GenHlth^2.0,0.29493480201533
Fruits^0.0 *MentHlth^2.0,0.0690645533723388
Fruits^0.0 *PhysHlth^2.0,0.15694576683989014
Fruits^0.0 *DiffWalk^2.0,0.21861801502200567
Fruits^0.0 *Sex^2.0,0.030865951891439092
Fruits^0.0 *Age^2.0,0.16660829434658259
Fruits^0.0 *Education^2.0,-0.12273284461985809
Fruits^0.0 *Income^2.0,-0.16488564870492342
Veggies^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
Veggies^0.0 *AnyHealthcare^2.0,0.015492143143273709
Veggies^0.0 *NoDocbcCost^2.0,0.032387668366217905
Veggies^0.0 *GenHlth^2.0,0.29493480201533
Veggies^0.0 *MentHlth^2.0,0.0690645533723388
Veggies^0.0 *PhysHlth^2.0,0.15694576683989014
Veggies^0.0 *DiffWalk^2.0,0.21861801502200567
Veggies^0.0 *Sex^2.0,0.030865951891439092
Veggies^0.0 *Age^2.0,0.16660829434658259
Veggies^0.0 *Education^2.0,-0.12273284461985809
Veggies^0.0 *Income^2.0,-0.16488564870492342
HvyAlcoholConsump^0.0 *AnyHealthcare^2.0,0.015492143143273709
HvyAlcoholConsump^0.0 *NoDocbcCost^2.0,0.032387668366217905
HvyAlcoholConsump^0.0 *GenHlth^2.0,0.29493480201533
HvyAlcoholConsump^0.0 *MentHlth^2.0,0.0690645533723388
HvyAlcoholConsump^0.0 *PhysHlth^2.0,0.15694576683989014
HvyAlcoholConsump^0.0 *DiffWalk^2.0,0.21861801502200567
HvyAlcoholConsump^0.0 *Sex^2.0,0.030865951891439092
HvyAlcoholConsump^0.0 *Age^2.0,0.16660829434658259
HvyAlcoholConsump^0.0 *Education^2.0,-0.12273284461985809
HvyAlcoholConsump^0.0 *Income^2.0,-0.16488564870492342
AnyHealthcare^0.0 *NoDocbcCost^2.0,0.032387668366217905
AnyHealthcare^0.0 *GenHlth^2.0,0.29493480201533
AnyHealthcare^0.0 *MentHlth^2.0,0.0690645533723388
AnyHealthcare^0.0 *PhysHlth^2.0,0.15694576683989014
AnyHealthcare^0.0 *DiffWalk^2.0,0.21861801502200567
AnyHealthcare^0.0 *Sex^2.0,0.030865951891439092
AnyHealthcare^0.0 *Age^2.0,0.16660829434658259
AnyHealthcare^0.0 *Education^2.0,-0.12273284461985809
AnyHealthcare^0.0 *Income^2.0,-0.16488564870492342
NoDocbcCost^0.0 *GenHlth^2.0,0.29493480201533
NoDocbcCost^0.0 *MentHlth^2.0,0.0690645533723388
NoDocbcCost^0.0 *PhysHlth^2.0,0.15694576683989014
NoDocbcCost^0.0 *DiffWalk^2.0,0.21861801502200567
NoDocbcCost^0.0 *Sex^2.0,0.030865951891439092
NoDocbcCost^0.0 *Age^2.0,0.16660829434658259
NoDocbcCost^0.0 *Education^2.0,-0.12273284461985809
NoDocbcCost^0.0 *Income^2.0,-0.16488564870492342
GenHlth^0.0 *MentHlth^2.0,0.0690645533723388
GenHlth^0.0 *PhysHlth^2.0,0.15694576683989014
GenHlth^0.0 *DiffWalk^2.0,0.21861801502200567
GenHlth^0.0 *Sex^2.0,0.030865951891439092
GenHlth^0.0 *Age^2.0,0.16660829434658259
GenHlth^0.0 *Education^2.0,-0.12273284461985809
GenHlth^0.0 *Income^2.0,-0.16488564870492342
MentHlth^0.0 *PhysHlth^2.0,0.15694576683989014
MentHlth^0.0 *DiffWalk^2.0,0.21861801502200567
MentHlth^0.0 *Sex^2.0,0.030865951891439092
MentHlth^0.0 *Age^2.0,0.16660829434658259
MentHlth^0.0 *Education^2.0,-0.12273284461985809
MentHlth^0.0 *Income^2.0,-0.16488564870492342
PhysHlth^0.0 *DiffWalk^2.0,0.21861801502200567
PhysHlth^0.0 *Sex^2.0,0.030865951891439092
PhysHlth^0.0 *Age^2.0,0.16660829434658259
PhysHlth^0.0 *Education^2.0,-0.12273284461985809
PhysHlth^0.0 *Income^2.0,-0.16488564870492342
DiffWalk^0.0 *Sex^2.0,0.030865951891439092
DiffWalk^0.0 *Age^2.0,0.16660829434658259
DiffWalk^0.0 *Education^2.0,-0.12273284461985809
DiffWalk^0.0 *Income^2.0,-0.16488564870492342
Sex^0.0 *Age^2.0,0.16660829434658259
Sex^0.0 *Education^2.0,-0.12273284461985809
Sex^0.0 *Income^2.0,-0.16488564870492342
Age^0.0 *Education^2.0,-0.12273284461985809
Age^0.0 *Income^2.0,-0.16488564870492342
Education^0.0 *Income^2.0,-0.16488564870492342
HighBP^0.0 *HighChol^2.5,0.20092264570911875
HighBP^0.0 *CholCheck^2.5,0.0657114115432358
HighBP^0.0 *BMI^2.5,0.16440111600050758
HighBP^0.0 *Smoker^2.5,0.06090449144276031
HighBP^0.0 *Stroke^2.5,0.10720093269347866
HighBP^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
HighBP^0.0 *PhysActivity^2.5,-0.11860061345170439
HighBP^0.0 *Fruits^2.5,-0.04088511400964798
HighBP^0.0 *Veggies^2.5,-0.057173495053097406
HighBP^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
HighBP^0.0 *AnyHealthcare^2.5,0.015492143143273709
HighBP^0.0 *NoDocbcCost^2.5,0.032387668366217905
HighBP^0.0 *GenHlth^2.5,0.28994804387780737
HighBP^0.0 *MentHlth^2.5,0.0674774823619707
HighBP^0.0 *PhysHlth^2.5,0.15203439752149897
HighBP^0.0 *DiffWalk^2.5,0.21861801502200567
HighBP^0.0 *Sex^2.5,0.030865951891439092
HighBP^0.0 *Age^2.5,0.1594001793020394
HighBP^0.0 *Education^2.5,-0.12170669176670358
HighBP^0.0 *Income^2.5,-0.16369847068247978
HighChol^0.0 *CholCheck^2.5,0.0657114115432358
HighChol^0.0 *BMI^2.5,0.16440111600050758
HighChol^0.0 *Smoker^2.5,0.06090449144276031
HighChol^0.0 *Stroke^2.5,0.10720093269347866
HighChol^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
HighChol^0.0 *PhysActivity^2.5,-0.11860061345170439
HighChol^0.0 *Fruits^2.5,-0.04088511400964798
HighChol^0.0 *Veggies^2.5,-0.057173495053097406
HighChol^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
HighChol^0.0 *AnyHealthcare^2.5,0.015492143143273709
HighChol^0.0 *NoDocbcCost^2.5,0.032387668366217905
HighChol^0.0 *GenHlth^2.5,0.28994804387780737
HighChol^0.0 *MentHlth^2.5,0.0674774823619707
HighChol^0.0 *PhysHlth^2.5,0.15203439752149897
HighChol^0.0 *DiffWalk^2.5,0.21861801502200567
HighChol^0.0 *Sex^2.5,0.030865951891439092
HighChol^0.0 *Age^2.5,0.1594001793020394
HighChol^0.0 *Education^2.5,-0.12170669176670358
HighChol^0.0 *Income^2.5,-0.16369847068247978
CholCheck^0.0 *BMI^2.5,0.16440111600050758
CholCheck^0.0 *Smoker^2.5,0.06090449144276031
CholCheck^0.0 *Stroke^2.5,0.10720093269347866
CholCheck^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
CholCheck^0.0 *PhysActivity^2.5,-0.11860061345170439
CholCheck^0.0 *Fruits^2.5,-0.04088511400964798
CholCheck^0.0 *Veggies^2.5,-0.057173495053097406
CholCheck^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
CholCheck^0.0 *AnyHealthcare^2.5,0.015492143143273709
CholCheck^0.0 *NoDocbcCost^2.5,0.032387668366217905
CholCheck^0.0 *GenHlth^2.5,0.28994804387780737
CholCheck^0.0 *MentHlth^2.5,0.0674774823619707
CholCheck^0.0 *PhysHlth^2.5,0.15203439752149897
CholCheck^0.0 *DiffWalk^2.5,0.21861801502200567
CholCheck^0.0 *Sex^2.5,0.030865951891439092
CholCheck^0.0 *Age^2.5,0.1594001793020394
CholCheck^0.0 *Education^2.5,-0.12170669176670358
CholCheck^0.0 *Income^2.5,-0.16369847068247978
BMI^0.0 *Smoker^2.5,0.06090449144276031
BMI^0.0 *Stroke^2.5,0.10720093269347866
BMI^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
BMI^0.0 *PhysActivity^2.5,-0.11860061345170439
BMI^0.0 *Fruits^2.5,-0.04088511400964798
BMI^0.0 *Veggies^2.5,-0.057173495053097406
BMI^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
BMI^0.0 *AnyHealthcare^2.5,0.015492143143273709
BMI^0.0 *NoDocbcCost^2.5,0.032387668366217905
BMI^0.0 *GenHlth^2.5,0.28994804387780737
BMI^0.0 *MentHlth^2.5,0.0674774823619707
BMI^0.0 *PhysHlth^2.5,0.15203439752149897
BMI^0.0 *DiffWalk^2.5,0.21861801502200567
BMI^0.0 *Sex^2.5,0.030865951891439092
BMI^0.0 *Age^2.5,0.1594001793020394
BMI^0.0 *Education^2.5,-0.12170669176670358
BMI^0.0 *Income^2.5,-0.16369847068247978
Smoker^0.0 *Stroke^2.5,0.10720093269347866
Smoker^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
Smoker^0.0 *PhysActivity^2.5,-0.11860061345170439
Smoker^0.0 *Fruits^2.5,-0.04088511400964798
Smoker^0.0 *Veggies^2.5,-0.057173495053097406
Smoker^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
Smoker^0.0 *AnyHealthcare^2.5,0.015492143143273709
Smoker^0.0 *NoDocbcCost^2.5,0.032387668366217905
Smoker^0.0 *GenHlth^2.5,0.28994804387780737
Smoker^0.0 *MentHlth^2.5,0.0674774823619707
Smoker^0.0 *PhysHlth^2.5,0.15203439752149897
Smoker^0.0 *DiffWalk^2.5,0.21861801502200567
Smoker^0.0 *Sex^2.5,0.030865951891439092
Smoker^0.0 *Age^2.5,0.1594001793020394
Smoker^0.0 *Education^2.5,-0.12170669176670358
Smoker^0.0 *Income^2.5,-0.16369847068247978
Stroke^0.0 *HeartDiseaseorAttack^2.5,0.17753587741231272
Stroke^0.0 *PhysActivity^2.5,-0.11860061345170439
Stroke^0.0 *Fruits^2.5,-0.04088511400964798
Stroke^0.0 *Veggies^2.5,-0.057173495053097406
Stroke^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
Stroke^0.0 *AnyHealthcare^2.5,0.015492143143273709
Stroke^0.0 *NoDocbcCost^2.5,0.032387668366217905
Stroke^0.0 *GenHlth^2.5,0.28994804387780737
Stroke^0.0 *MentHlth^2.5,0.0674774823619707
Stroke^0.0 *PhysHlth^2.5,0.15203439752149897
Stroke^0.0 *DiffWalk^2.5,0.21861801502200567
Stroke^0.0 *Sex^2.5,0.030865951891439092
Stroke^0.0 *Age^2.5,0.1594001793020394
Stroke^0.0 *Education^2.5,-0.12170669176670358
Stroke^0.0 *Income^2.5,-0.16369847068247978
HeartDiseaseorAttack^0.0 *PhysActivity^2.5,-0.11860061345170439
HeartDiseaseorAttack^0.0 *Fruits^2.5,-0.04088511400964798
HeartDiseaseorAttack^0.0 *Veggies^2.5,-0.057173495053097406
HeartDiseaseorAttack^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
HeartDiseaseorAttack^0.0 *AnyHealthcare^2.5,0.015492143143273709
HeartDiseaseorAttack^0.0 *NoDocbcCost^2.5,0.032387668366217905
HeartDiseaseorAttack^0.0 *GenHlth^2.5,0.28994804387780737
HeartDiseaseorAttack^0.0 *MentHlth^2.5,0.0674774823619707
HeartDiseaseorAttack^0.0 *PhysHlth^2.5,0.15203439752149897
HeartDiseaseorAttack^0.0 *DiffWalk^2.5,0.21861801502200567
HeartDiseaseorAttack^0.0 *Sex^2.5,0.030865951891439092
HeartDiseaseorAttack^0.0 *Age^2.5,0.1594001793020394
HeartDiseaseorAttack^0.0 *Education^2.5,-0.12170669176670358
HeartDiseaseorAttack^0.0 *Income^2.5,-0.16369847068247978
PhysActivity^0.0 *Fruits^2.5,-0.04088511400964798
PhysActivity^0.0 *Veggies^2.5,-0.057173495053097406
PhysActivity^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
PhysActivity^0.0 *AnyHealthcare^2.5,0.015492143143273709
PhysActivity^0.0 *NoDocbcCost^2.5,0.032387668366217905
PhysActivity^0.0 *GenHlth^2.5,0.28994804387780737
PhysActivity^0.0 *MentHlth^2.5,0.0674774823619707
PhysActivity^0.0 *PhysHlth^2.5,0.15203439752149897
PhysActivity^0.0 *DiffWalk^2.5,0.21861801502200567
PhysActivity^0.0 *Sex^2.5,0.030865951891439092
PhysActivity^0.0 *Age^2.5,0.1594001793020394
PhysActivity^0.0 *Education^2.5,-0.12170669176670358
PhysActivity^0.0 *Income^2.5,-0.16369847068247978
Fruits^0.0 *Veggies^2.5,-0.057173495053097406
Fruits^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
Fruits^0.0 *AnyHealthcare^2.5,0.015492143143273709
Fruits^0.0 *NoDocbcCost^2.5,0.032387668366217905
Fruits^0.0 *GenHlth^2.5,0.28994804387780737
Fruits^0.0 *MentHlth^2.5,0.0674774823619707
Fruits^0.0 *PhysHlth^2.5,0.15203439752149897
Fruits^0.0 *DiffWalk^2.5,0.21861801502200567
Fruits^0.0 *Sex^2.5,0.030865951891439092
Fruits^0.0 *Age^2.5,0.1594001793020394
Fruits^0.0 *Education^2.5,-0.12170669176670358
Fruits^0.0 *Income^2.5,-0.16369847068247978
Veggies^0.0 *HvyAlcoholConsump^2.5,-0.05665587109677613
Veggies^0.0 *AnyHealthcare^2.5,0.015492143143273709
Veggies^0.0 *NoDocbcCost^2.5,0.032387668366217905
Veggies^0.0 *GenHlth^2.5,0.28994804387780737
Veggies^0.0 *MentHlth^2.5,0.0674774823619707
Veggies^0.0 *PhysHlth^2.5,0.15203439752149897
Veggies^0.0 *DiffWalk^2.5,0.21861801502200567
Veggies^0.0 *Sex^2.5,0.030865951891439092
Veggies^0.0 *Age^2.5,0.1594001793020394
Veggies^0.0 *Education^2.5,-0.12170669176670358
Veggies^0.0 *Income^2.5,-0.16369847068247978
HvyAlcoholConsump^0.0 *AnyHealthcare^2.5,0.015492143143273709
HvyAlcoholConsump^0.0 *NoDocbcCost^2.5,0.032387668366217905
HvyAlcoholConsump^0.0 *GenHlth^2.5,0.28994804387780737
HvyAlcoholConsump^0.0 *MentHlth^2.5,0.0674774823619707
HvyAlcoholConsump^0.0 *PhysHlth^2.5,0.15203439752149897
HvyAlcoholConsump^0.0 *DiffWalk^2.5,0.21861801502200567
HvyAlcoholConsump^0.0 *Sex^2.5,0.030865951891439092
HvyAlcoholConsump^0.0 *Age^2.5,0.1594001793020394
HvyAlcoholConsump^0.0 *Education^2.5,-0.12170669176670358
HvyAlcoholConsump^0.0 *Income^2.5,-0.16369847068247978
AnyHealthcare^0.0 *NoDocbcCost^2.5,0.032387668366217905
AnyHealthcare^0.0 *GenHlth^2.5,0.28994804387780737
AnyHealthcare^0.0 *MentHlth^2.5,0.0674774823619707
AnyHealthcare^0.0 *PhysHlth^2.5,0.15203439752149897
AnyHealthcare^0.0 *DiffWalk^2.5,0.21861801502200567
AnyHealthcare^0.0 *Sex^2.5,0.030865951891439092
AnyHealthcare^0.0 *Age^2.5,0.1594001793020394
AnyHealthcare^0.0 *Education^2.5,-0.12170669176670358
AnyHealthcare^0.0 *Income^2.5,-0.16369847068247978
NoDocbcCost^0.0 *GenHlth^2.5,0.28994804387780737
NoDocbcCost^0.0 *MentHlth^2.5,0.0674774823619707
NoDocbcCost^0.0 *PhysHlth^2.5,0.15203439752149897
NoDocbcCost^0.0 *DiffWalk^2.5,0.21861801502200567
NoDocbcCost^0.0 *Sex^2.5,0.030865951891439092
NoDocbcCost^0.0 *Age^2.5,0.1594001793020394
NoDocbcCost^0.0 *Education^2.5,-0.12170669176670358
NoDocbcCost^0.0 *Income^2.5,-0.16369847068247978
GenHlth^0.0 *MentHlth^2.5,0.0674774823619707
GenHlth^0.0 *PhysHlth^2.5,0.15203439752149897
GenHlth^0.0 *DiffWalk^2.5,0.21861801502200567
GenHlth^0.0 *Sex^2.5,0.030865951891439092
GenHlth^0.0 *Age^2.5,0.1594001793020394
GenHlth^0.0 *Education^2.5,-0.12170669176670358
GenHlth^0.0 *Income^2.5,-0.16369847068247978
MentHlth^0.0 *PhysHlth^2.5,0.15203439752149897
MentHlth^0.0 *DiffWalk^2.5,0.21861801502200567
MentHlth^0.0 *Sex^2.5,0.030865951891439092
MentHlth^0.0 *Age^2.5,0.1594001793020394
MentHlth^0.0 *Education^2.5,-0.12170669176670358
MentHlth^0.0 *Income^2.5,-0.16369847068247978
PhysHlth^0.0 *DiffWalk^2.5,0.21861801502200567
PhysHlth^0.0 *Sex^2.5,0.030865951891439092
PhysHlth^0.0 *Age^2.5,0.1594001793020394
PhysHlth^0.0 *Education^2.5,-0.12170669176670358
PhysHlth^0.0 *Income^2.5,-0.16369847068247978
DiffWalk^0.0 *Sex^2.5,0.030865951891439092
DiffWalk^0.0 *Age^2.5,0.1594001793020394
DiffWalk^0.0 *Education^2.5,-0.12170669176670358
DiffWalk^0.0 *Income^2.5,-0.16369847068247978
Sex^0.0 *Age^2.5,0.1594001793020394
Sex^0.0 *Education^2.5,-0.12170669176670358
Sex^0.0 *Income^2.5,-0.16369847068247978
Age^0.0 *Education^2.5,-0.12170669176670358
Age^0.0 *Income^2.5,-0.16369847068247978
Education^0.0 *Income^2.5,-0.16369847068247978
HighBP^0.5 *HighChol^-3.0,
HighBP^0.5 *CholCheck^-3.0,
HighBP^0.5 *BMI^-3.0,0.108332536801327
HighBP^0.5 *Smoker^-3.0,
HighBP^0.5 *Stroke^-3.0,
HighBP^0.5 *HeartDiseaseorAttack^-3.0,
HighBP^0.5 *PhysActivity^-3.0,
HighBP^0.5 *Fruits^-3.0,
HighBP^0.5 *Veggies^-3.0,
HighBP^0.5 *HvyAlcoholConsump^-3.0,
HighBP^0.5 *AnyHealthcare^-3.0,
HighBP^0.5 *NoDocbcCost^-3.0,
HighBP^0.5 *GenHlth^-3.0,-0.017038151843196517
HighBP^0.5 *MentHlth^-3.0,
HighBP^0.5 *PhysHlth^-3.0,
HighBP^0.5 *DiffWalk^-3.0,
HighBP^0.5 *Sex^-3.0,
HighBP^0.5 *Age^-3.0,-0.012464785355191422
HighBP^0.5 *Education^-3.0,0.11784160278996217
HighBP^0.5 *Income^-3.0,0.11463628158013489
HighChol^0.5 *CholCheck^-3.0,
HighChol^0.5 *BMI^-3.0,0.05947315020919547
HighChol^0.5 *Smoker^-3.0,
HighChol^0.5 *Stroke^-3.0,
HighChol^0.5 *HeartDiseaseorAttack^-3.0,
HighChol^0.5 *PhysActivity^-3.0,
HighChol^0.5 *Fruits^-3.0,
HighChol^0.5 *Veggies^-3.0,
HighChol^0.5 *HvyAlcoholConsump^-3.0,
HighChol^0.5 *AnyHealthcare^-3.0,
HighChol^0.5 *NoDocbcCost^-3.0,
HighChol^0.5 *GenHlth^-3.0,-0.04850534096403259
HighChol^0.5 *MentHlth^-3.0,
HighChol^0.5 *PhysHlth^-3.0,
HighChol^0.5 *DiffWalk^-3.0,
HighChol^0.5 *Sex^-3.0,
HighChol^0.5 *Age^-3.0,-0.013330462748756775
HighChol^0.5 *Education^-3.0,0.10140263568641177
HighChol^0.5 *Income^-3.0,0.10566214867140238
CholCheck^0.5 *BMI^-3.0,-0.16239787993608426
CholCheck^0.5 *Smoker^-3.0,
CholCheck^0.5 *Stroke^-3.0,
CholCheck^0.5 *HeartDiseaseorAttack^-3.0,
CholCheck^0.5 *PhysActivity^-3.0,
CholCheck^0.5 *Fruits^-3.0,
CholCheck^0.5 *Veggies^-3.0,
CholCheck^0.5 *HvyAlcoholConsump^-3.0,
CholCheck^0.5 *AnyHealthcare^-3.0,
CholCheck^0.5 *NoDocbcCost^-3.0,
CholCheck^0.5 *GenHlth^-3.0,-0.17115999179913635
CholCheck^0.5 *MentHlth^-3.0,
CholCheck^0.5 *PhysHlth^-3.0,
CholCheck^0.5 *DiffWalk^-3.0,
CholCheck^0.5 *Sex^-3.0,
CholCheck^0.5 *Age^-3.0,-0.06714062855379994
CholCheck^0.5 *Education^-3.0,0.06444472116577156
CholCheck^0.5 *Income^-3.0,0.07893809902130648
BMI^0.5 *Smoker^-3.0,
BMI^0.5 *Stroke^-3.0,
BMI^0.5 *HeartDiseaseorAttack^-3.0,
BMI^0.5 *PhysActivity^-3.0,
BMI^0.5 *Fruits^-3.0,
BMI^0.5 *Veggies^-3.0,
BMI^0.5 *HvyAlcoholConsump^-3.0,
BMI^0.5 *AnyHealthcare^-3.0,
BMI^0.5 *NoDocbcCost^-3.0,
BMI^0.5 *GenHlth^-3.0,-0.17602914572340483
BMI^0.5 *MentHlth^-3.0,
BMI^0.5 *PhysHlth^-3.0,
BMI^0.5 *DiffWalk^-3.0,
BMI^0.5 *Sex^-3.0,
BMI^0.5 *Age^-3.0,-0.06863341408046804
BMI^0.5 *Education^-3.0,0.06776324048355456
BMI^0.5 *Income^-3.0,0.08382995055745739
Smoker^0.5 *Stroke^-3.0,
Smoker^0.5 *HeartDiseaseorAttack^-3.0,
Smoker^0.5 *PhysActivity^-3.0,
Smoker^0.5 *Fruits^-3.0,
Smoker^0.5 *Veggies^-3.0,
Smoker^0.5 *HvyAlcoholConsump^-3.0,
Smoker^0.5 *AnyHealthcare^-3.0,
Smoker^0.5 *NoDocbcCost^-3.0,
Smoker^0.5 *GenHlth^-3.0,-0.08172141771864447
Smoker^0.5 *MentHlth^-3.0,
Smoker^0.5 *PhysHlth^-3.0,
Smoker^0.5 *DiffWalk^-3.0,
Smoker^0.5 *Sex^-3.0,
Smoker^0.5 *Age^-3.0,-0.03330127542340268
Smoker^0.5 *Education^-3.0,0.055358704829285364
Smoker^0.5 *Income^-3.0,0.05525506832336202
Stroke^0.5 *HeartDiseaseorAttack^-3.0,
Stroke^0.5 *PhysActivity^-3.0,
Stroke^0.5 *Fruits^-3.0,
Stroke^0.5 *Veggies^-3.0,
Stroke^0.5 *HvyAlcoholConsump^-3.0,
Stroke^0.5 *AnyHealthcare^-3.0,
Stroke^0.5 *NoDocbcCost^-3.0,
Stroke^0.5 *GenHlth^-3.0,0.01190111274673376
Stroke^0.5 *MentHlth^-3.0,
Stroke^0.5 *PhysHlth^-3.0,
Stroke^0.5 *DiffWalk^-3.0,
Stroke^0.5 *Sex^-3.0,
Stroke^0.5 *Age^-3.0,0.002771219823157893
Stroke^0.5 *Education^-3.0,0.05103125700314326
Stroke^0.5 *Income^-3.0,0.05259039319624134
HeartDiseaseorAttack^0.5 *PhysActivity^-3.0,
HeartDiseaseorAttack^0.5 *Fruits^-3.0,
HeartDiseaseorAttack^0.5 *Veggies^-3.0,
HeartDiseaseorAttack^0.5 *HvyAlcoholConsump^-3.0,
HeartDiseaseorAttack^0.5 *AnyHealthcare^-3.0,
HeartDiseaseorAttack^0.5 *NoDocbcCost^-3.0,
HeartDiseaseorAttack^0.5 *GenHlth^-3.0,0.021378523390579232
HeartDiseaseorAttack^0.5 *MentHlth^-3.0,
HeartDiseaseorAttack^0.5 *PhysHlth^-3.0,
HeartDiseaseorAttack^0.5 *DiffWalk^-3.0,
HeartDiseaseorAttack^0.5 *Sex^-3.0,
HeartDiseaseorAttack^0.5 *Age^-3.0,0.006816973352726904
HeartDiseaseorAttack^0.5 *Education^-3.0,0.08671102893687942
HeartDiseaseorAttack^0.5 *Income^-3.0,0.08166538234767745
PhysActivity^0.5 *Fruits^-3.0,
PhysActivity^0.5 *Veggies^-3.0,
PhysActivity^0.5 *HvyAlcoholConsump^-3.0,
PhysActivity^0.5 *AnyHealthcare^-3.0,
PhysActivity^0.5 *NoDocbcCost^-3.0,
PhysActivity^0.5 *GenHlth^-3.0,-0.17154826858543099
PhysActivity^0.5 *MentHlth^-3.0,
